Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Fuel_Price_Category
SC-10201,2024-06-18,Los Angeles,Dubai,Rail,Pharmaceuticals,1720.03,491.49,1.77,5.2,Clear,0.696,1.14,1,Low
SC-10202,2024-09-28,Los Angeles,Singapore,Road,Automotive,2843.62,321.75,2.21,4.3,Clear,0.744,2.65,0,Medium
SC-10203,2025-06-24,Singapore,Marseille,Air,Perishables,13529.04,359.12,2.26,1.9,Fog,0.573,0.6,1,Medium
SC-10204,2025-09-13,Dubai,Marseille,Rail,Pharmaceuticals,9293.22,488.33,1.73,4.9,Rain,0.934,9.75,0,Low
SC-10205,2025-03-09,Antwerp,Los Angeles,Air,Pharmaceuticals,633.36,189.22,1.88,4.0,Hurricane,0.642,0.5,1,Low
SC-10206,2024-08-04,Shanghai,Hamburg,Road,Pharmaceuticals,1971.34,401.12,3.8,8.0,Hurricane,0.892,13.64,1,Medium
SC-10207,2025-07-06,Antwerp,Rotterdam,Rail,Electronics,10120.78,217.83,1.75,7.6,Storm,0.835,29.43,1,Low
SC-10208,2025-12-07,Hamburg,Marseille,Air,Textiles,573.39,434.9,1.29,1.3,Hurricane,0.799,0.5,1,Low
SC-10209,2024-07-24,Hamburg,Singapore,Air,Electronics,2831.72,91.15,3.28,0.9,Clear,0.596,0.5,1,Medium
SC-10210,2025-12-31,Singapore,Shanghai,Road,Automotive,8456.64,473.9,4.42,9.1,Clear,0.61,6.39,1,High
SC-10211,2024-11-15,Dubai,Antwerp,Rail,Pharmaceuticals,10532.48,110.17,2.29,5.4,Rain,0.524,11.25,1,Medium
SC-10212,2025-02-12,Busan,Hamburg,Air,Pharmaceuticals,9953.44,163.78,1.59,8.6,Rain,0.62,1.15,1,Low
SC-10213,2025-11-18,Busan,Los Angeles,Sea,Automotive,3751.9,378.34,3.08,0.6,Rain,0.673,5.65,0,Medium
SC-10214,2025-10-27,Singapore,Busan,Air,Perishables,10826.6,197.48,4.19,5.3,Storm,0.917,1.52,1,High
SC-10215,2025-01-17,Hamburg,Los Angeles,Sea,Electronics,3940.11,304.5,3.79,5.4,Storm,0.683,20.97,0,Medium
SC-10216,2025-03-24,Los Angeles,Dubai,Sea,Automotive,5218.3,222.84,3.25,8.6,Rain,0.877,12.61,1,Medium
SC-10217,2025-06-13,Dubai,Hamburg,Air,Perishables,11324.13,371.44,2.24,1.0,Fog,0.72,0.5,0,Medium
SC-10218,2025-04-07,Shanghai,Los Angeles,Rail,Automotive,9919.68,114.94,2.99,2.4,Fog,0.892,11.29,1,Medium
SC-10219,2024-05-03,Shanghai,Antwerp,Road,Perishables,12813.74,30.17,1.5,4.1,Fog,0.988,12.85,0,Low
SC-10220,2024-09-10,Rotterdam,Marseille,Road,Perishables,10035.39,150.66,3.44,8.7,Rain,0.62,10.96,0,Medium
SC-10221,2024-08-18,Singapore,Busan,Air,Automotive,8740.47,237.68,3.59,9.4,Storm,0.931,1.36,1,Medium
SC-10222,2024-03-06,Shanghai,Los Angeles,Air,Textiles,1858.28,84.84,4.38,9.9,Hurricane,0.811,1.43,1,High
SC-10223,2024-12-12,Los Angeles,Antwerp,Sea,Automotive,5831.88,178.04,2.06,9.6,Clear,0.909,11.97,0,Medium
SC-10224,2024-01-22,Los Angeles,Dubai,Air,Automotive,4345.43,200.59,1.26,0.1,Storm,0.826,1.33,0,Low
SC-10225,2025-08-25,Antwerp,Rotterdam,Sea,Automotive,4037.85,29.64,3.0,0.5,Clear,0.712,5.35,0,Medium
SC-10226,2025-07-21,Shanghai,Busan,Sea,Textiles,14608.65,292.07,3.53,1.5,Hurricane,0.614,174.33,1,Medium
SC-10227,2024-08-23,Los Angeles,Shanghai,Sea,Pharmaceuticals,6199.92,442.29,3.81,3.5,Hurricane,0.535,80.05,1,Medium
SC-10228,2025-08-25,Antwerp,Busan,Rail,Textiles,13434.68,76.72,1.84,8.3,Storm,0.768,38.63,1,Low
SC-10229,2024-08-13,Shanghai,Rotterdam,Air,Perishables,9651.51,299.31,2.06,8.9,Clear,0.995,1.03,0,Medium
SC-10230,2024-01-08,Rotterdam,Busan,Sea,Automotive,12024.76,332.7,2.89,1.9,Clear,0.869,17.37,0,Medium
SC-10231,2024-03-13,Singapore,Rotterdam,Road,Pharmaceuticals,7788.24,210.25,2.29,6.2,Clear,0.664,5.96,1,Medium
SC-10232,2025-12-25,Busan,Rotterdam,Rail,Electronics,8865.11,350.85,4.04,9.2,Fog,0.914,13.98,0,High
SC-10233,2025-10-08,Dubai,Los Angeles,Air,Pharmaceuticals,7641.51,205.96,2.76,4.6,Fog,0.884,1.11,0,Medium
SC-10234,2024-03-01,Singapore,Busan,Air,Textiles,3331.02,252.81,3.84,1.0,Hurricane,0.641,1.13,1,Medium
SC-10235,2024-08-22,Shanghai,Rotterdam,Air,Pharmaceuticals,10975.56,4.67,3.12,4.6,Rain,0.507,0.5,1,Medium
SC-10236,2024-03-10,Shanghai,Hamburg,Air,Automotive,4571.2,346.17,3.75,3.8,Clear,0.559,0.54,0,Medium
SC-10237,2024-02-02,Singapore,Marseille,Sea,Electronics,852.58,331.01,2.3,5.8,Clear,0.939,2.2,0,Medium
SC-10238,2024-12-04,Rotterdam,Hamburg,Rail,Perishables,9859.35,20.16,3.94,4.4,Storm,0.918,24.71,1,Medium
SC-10239,2024-03-13,Hamburg,Rotterdam,Air,Electronics,3068.1,184.76,2.11,0.2,Hurricane,0.648,0.89,1,Medium
SC-10240,2025-06-10,Shanghai,Rotterdam,Rail,Pharmaceuticals,14136.65,489.54,3.0,9.9,Clear,0.643,14.43,1,Medium
SC-10241,2024-08-31,Los Angeles,Antwerp,Sea,Automotive,14331.96,210.95,1.91,5.4,Clear,0.896,25.6,0,Low
SC-10242,2024-10-12,Hamburg,Los Angeles,Sea,Automotive,13765.53,251.47,2.77,4.7,Fog,0.969,36.08,0,Medium
SC-10243,2025-11-16,Antwerp,Shanghai,Road,Automotive,5867.3,455.06,2.25,9.5,Clear,0.89,4.54,1,Medium
SC-10244,2025-05-12,Antwerp,Rotterdam,Air,Pharmaceuticals,724.12,358.91,2.08,1.6,Storm,0.803,0.5,1,Medium
SC-10245,2024-08-07,Busan,Shanghai,Air,Electronics,13960.62,291.45,4.39,1.9,Hurricane,0.621,7.54,1,High
SC-10246,2025-07-06,Antwerp,Marseille,Sea,Pharmaceuticals,6708.67,399.1,1.73,8.1,Hurricane,0.763,104.57,1,Low
SC-10247,2024-05-15,Antwerp,Los Angeles,Road,Textiles,14516.49,432.32,3.8,2.6,Clear,0.617,9.89,0,Medium
SC-10248,2025-08-07,Dubai,Busan,Air,Electronics,14472.49,228.99,4.45,8.0,Clear,0.904,0.71,0,High
SC-10249,2025-08-13,Singapore,Antwerp,Air,Electronics,12868.64,238.08,1.27,2.7,Clear,0.693,1.01,0,Low
SC-10250,2025-04-29,Antwerp,Shanghai,Air,Pharmaceuticals,4769.51,193.64,3.51,0.3,Storm,0.917,1.24,1,Medium
SC-10251,2024-09-05,Shanghai,Rotterdam,Rail,Perishables,6083.92,483.39,2.03,5.2,Rain,0.691,6.53,0,Medium
SC-10252,2025-04-29,Singapore,Marseille,Rail,Pharmaceuticals,12841.48,348.89,1.33,2.0,Clear,0.912,10.67,0,Low
SC-10253,2025-02-20,Shanghai,Marseille,Road,Pharmaceuticals,5095.37,42.53,2.53,7.6,Rain,0.667,4.86,0,Medium
SC-10254,2024-07-13,Singapore,Antwerp,Air,Electronics,2957.64,431.62,4.29,6.4,Hurricane,0.72,1.5,1,High
SC-10255,2024-04-06,Shanghai,Antwerp,Road,Electronics,8573.62,240.8,1.24,9.2,Hurricane,0.808,59.8,1,Low
SC-10256,2024-04-09,Dubai,Singapore,Air,Perishables,14074.24,35.31,3.14,7.8,Fog,0.535,1.76,1,Medium
SC-10257,2025-11-05,Shanghai,Marseille,Sea,Pharmaceuticals,10592.43,275.31,2.85,1.8,Fog,0.974,24.18,0,Medium
SC-10258,2025-03-17,Hamburg,Singapore,Air,Pharmaceuticals,8765.89,209.16,4.08,8.0,Clear,0.787,0.5,0,High
SC-10259,2024-12-28,Hamburg,Singapore,Air,Perishables,1909.06,439.0,1.48,6.4,Fog,0.754,0.5,0,Low
SC-10260,2025-03-09,Shanghai,Rotterdam,Sea,Perishables,9417.6,102.79,3.45,6.7,Hurricane,0.92,139.45,1,Medium
SC-10261,2025-02-24,Hamburg,Los Angeles,Sea,Pharmaceuticals,14855.78,413.41,3.44,8.3,Clear,0.933,28.93,1,Medium
SC-10262,2025-04-23,Busan,Shanghai,Road,Perishables,2531.22,279.29,3.41,5.7,Clear,0.761,1.96,0,Medium
SC-10263,2024-02-25,Antwerp,Hamburg,Air,Automotive,8015.78,28.25,4.31,4.7,Hurricane,0.964,3.64,1,High
SC-10264,2025-11-20,Antwerp,Rotterdam,Sea,Textiles,13221.91,485.95,3.92,6.4,Hurricane,0.532,193.11,1,Medium
SC-10265,2025-10-31,Singapore,Marseille,Rail,Textiles,11241.14,256.8,1.34,3.0,Clear,0.557,7.66,0,Low
SC-10266,2025-10-23,Busan,Singapore,Road,Pharmaceuticals,10606.73,146.15,2.75,1.8,Rain,0.798,9.14,0,Medium
SC-10267,2024-04-10,Rotterdam,Shanghai,Road,Textiles,10686.02,235.23,2.51,6.2,Storm,0.677,25.24,1,Medium
SC-10268,2024-03-03,Los Angeles,Dubai,Road,Automotive,5712.62,429.07,2.22,2.3,Rain,0.732,4.5,0,Medium
SC-10269,2025-02-16,Rotterdam,Shanghai,Road,Textiles,4757.08,153.15,2.69,0.8,Clear,0.664,2.61,0,Medium
SC-10270,2024-12-13,Antwerp,Los Angeles,Road,Automotive,12235.74,97.15,2.47,0.0,Rain,0.702,7.3,0,Medium
SC-10271,2024-04-21,Hamburg,Rotterdam,Rail,Automotive,12246.64,65.41,2.63,6.1,Storm,0.911,32.91,0,Medium
SC-10272,2024-09-11,Rotterdam,Busan,Road,Textiles,13072.55,149.63,4.43,3.6,Hurricane,0.797,73.88,1,High
SC-10273,2024-07-15,Hamburg,Busan,Rail,Automotive,13741.99,390.24,1.49,7.5,Storm,0.999,39.87,1,Low
SC-10274,2024-07-13,Dubai,Rotterdam,Road,Pharmaceuticals,7914.46,236.34,4.24,3.8,Storm,0.893,17.11,1,High
SC-10275,2025-07-03,Singapore,Hamburg,Air,Pharmaceuticals,7771.99,114.51,2.78,4.9,Hurricane,0.637,4.1,1,Medium
SC-10276,2025-04-04,Rotterdam,Dubai,Road,Textiles,12075.28,83.93,3.26,4.1,Storm,0.632,26.6,1,Medium
SC-10277,2024-05-23,Shanghai,Busan,Air,Automotive,9924.48,167.03,3.94,6.5,Rain,0.668,0.66,1,Medium
SC-10278,2025-03-08,Singapore,Rotterdam,Sea,Pharmaceuticals,10678.52,470.02,2.39,3.6,Clear,0.922,18.01,1,Medium
SC-10279,2024-07-06,Singapore,Los Angeles,Air,Automotive,12038.99,172.17,2.62,9.6,Rain,0.514,0.92,0,Medium
SC-10280,2024-10-12,Antwerp,Singapore,Sea,Pharmaceuticals,13405.08,494.07,2.55,9.4,Storm,0.615,81.56,1,Medium
SC-10281,2025-04-18,Shanghai,Hamburg,Rail,Automotive,5400.93,243.13,2.44,8.5,Rain,0.952,5.91,0,Medium
SC-10282,2024-09-12,Hamburg,Shanghai,Rail,Electronics,5945.95,90.4,4.25,9.2,Clear,0.82,5.5,0,High
SC-10283,2024-03-18,Los Angeles,Singapore,Sea,Perishables,1862.74,445.68,3.94,4.5,Fog,0.613,5.08,1,Medium
SC-10284,2025-03-29,Dubai,Singapore,Road,Electronics,8885.06,230.72,1.56,5.4,Clear,0.61,6.34,0,Low
SC-10285,2025-07-17,Los Angeles,Shanghai,Road,Textiles,1021.16,355.13,1.56,7.4,Fog,0.931,0.73,1,Low
SC-10286,2024-04-10,Antwerp,Hamburg,Road,Automotive,7251.17,491.87,2.61,7.0,Hurricane,0.947,46.91,1,Medium
SC-10287,2024-02-21,Rotterdam,Shanghai,Rail,Perishables,8368.35,26.04,1.53,8.9,Clear,0.628,8.56,0,Low
SC-10288,2025-10-29,Rotterdam,Antwerp,Rail,Automotive,4654.85,49.25,3.24,7.2,Fog,0.71,7.07,0,Medium
SC-10289,2025-07-07,Rotterdam,Marseille,Sea,Textiles,9067.08,360.51,1.67,10.0,Hurricane,0.917,151.27,1,Low
SC-10290,2024-01-16,Los Angeles,Singapore,Rail,Electronics,942.25,141.63,2.92,3.5,Clear,0.886,0.5,0,Medium
SC-10291,2024-04-05,Hamburg,Los Angeles,Road,Perishables,1041.55,92.97,1.22,8.3,Rain,0.907,1.09,0,Low
SC-10292,2024-08-30,Los Angeles,Singapore,Air,Electronics,12427.71,20.64,2.24,7.0,Hurricane,0.759,7.05,1,Medium
SC-10293,2024-06-19,Shanghai,Los Angeles,Sea,Electronics,5722.76,11.9,3.43,6.9,Fog,0.956,15.58,1,Medium
SC-10294,2025-02-20,Rotterdam,Antwerp,Air,Automotive,2342.38,387.47,2.8,3.3,Clear,0.663,0.5,1,Medium
SC-10295,2025-05-12,Singapore,Antwerp,Road,Electronics,8072.53,68.08,4.43,7.9,Clear,0.578,6.35,0,High
SC-10296,2025-05-07,Busan,Rotterdam,Air,Textiles,11664.91,234.39,4.08,9.0,Storm,0.854,3.66,1,High
SC-10297,2024-08-06,Shanghai,Dubai,Road,Electronics,3629.4,303.34,2.38,2.2,Fog,0.77,3.39,0,Medium
SC-10298,2025-02-14,Hamburg,Marseille,Air,Automotive,9531.91,214.75,1.35,6.3,Clear,0.927,1.27,1,Low
SC-10299,2024-03-01,Shanghai,Los Angeles,Rail,Automotive,1737.54,14.53,3.99,3.9,Clear,0.541,1.21,0,Medium
SC-10300,2024-06-17,Hamburg,Antwerp,Road,Textiles,1249.38,391.97,4.21,9.9,Fog,0.922,2.11,1,High
SC-10301,2025-01-23,Shanghai,Marseille,Air,Electronics,8204.64,6.25,3.91,4.8,Clear,0.647,0.98,0,Medium
SC-10302,2024-01-03,Los Angeles,Busan,Air,Automotive,8339.21,381.18,1.62,2.3,Rain,0.827,1.06,1,Low
SC-10303,2025-02-03,Busan,Rotterdam,Sea,Perishables,9742.73,446.76,4.49,3.8,Rain,0.52,19.53,0,High
SC-10304,2024-09-28,Dubai,Shanghai,Air,Perishables,11028.32,216.99,2.05,6.5,Clear,0.805,1.45,1,Medium
SC-10305,2025-04-10,Dubai,Los Angeles,Road,Automotive,14649.86,268.24,3.59,0.8,Hurricane,0.859,72.6,1,Medium
SC-10306,2024-10-19,Rotterdam,Shanghai,Rail,Automotive,7986.36,239.01,4.2,6.0,Storm,0.684,22.52,1,High
SC-10307,2025-03-09,Los Angeles,Hamburg,Road,Perishables,5182.87,195.22,1.98,9.3,Clear,0.608,3.71,1,Low
SC-10308,2025-12-14,Shanghai,Dubai,Road,Pharmaceuticals,12030.2,443.82,4.2,8.5,Rain,0.769,12.42,1,High
SC-10309,2025-07-23,Hamburg,Shanghai,Road,Automotive,4427.07,447.07,2.22,0.7,Storm,0.917,8.31,1,Medium
SC-10310,2025-11-08,Shanghai,Dubai,Road,Pharmaceuticals,6865.09,168.57,4.42,9.9,Fog,0.662,8.71,1,High
SC-10311,2025-05-13,Los Angeles,Shanghai,Rail,Automotive,1637.62,307.92,2.13,7.0,Clear,0.626,1.82,1,Medium
SC-10312,2024-06-07,Dubai,Marseille,Air,Pharmaceuticals,867.59,463.53,4.35,1.6,Rain,0.639,0.5,0,High
SC-10313,2024-07-13,Busan,Shanghai,Road,Automotive,14458.4,481.07,1.38,0.1,Hurricane,0.975,68.95,1,Low
SC-10314,2024-10-30,Busan,Singapore,Air,Perishables,12621.71,254.97,3.54,1.7,Hurricane,0.68,4.71,1,Medium
SC-10315,2024-08-10,Dubai,Rotterdam,Road,Textiles,10591.63,226.96,2.96,8.4,Clear,0.502,9.73,0,Medium
SC-10316,2024-02-29,Hamburg,Rotterdam,Sea,Automotive,6429.82,140.07,2.78,0.2,Storm,0.891,26.97,1,Medium
SC-10317,2025-08-16,Rotterdam,Antwerp,Air,Electronics,3012.77,479.48,1.94,2.3,Clear,0.85,1.26,1,Low
SC-10318,2025-07-09,Dubai,Marseille,Air,Perishables,2768.34,72.26,3.53,7.6,Clear,0.564,0.6,1,Medium
SC-10319,2024-03-03,Dubai,Rotterdam,Sea,Electronics,4128.52,290.33,1.83,5.9,Rain,0.992,9.12,1,Low
SC-10320,2024-11-17,Antwerp,Marseille,Rail,Automotive,8463.79,141.99,3.02,7.8,Hurricane,0.804,65.13,1,Medium
SC-10321,2024-02-28,Rotterdam,Marseille,Rail,Textiles,10861.64,140.23,2.04,7.5,Fog,0.75,15.01,1,Medium
SC-10322,2024-02-21,Singapore,Hamburg,Sea,Automotive,10072.86,203.08,4.35,0.5,Storm,0.691,43.29,1,High
SC-10323,2025-08-21,Dubai,Hamburg,Rail,Textiles,4559.04,499.4,1.29,8.9,Storm,0.949,13.7,1,Low
SC-10324,2025-05-03,Los Angeles,Dubai,Road,Perishables,14345.55,28.43,1.86,2.3,Rain,0.622,10.74,1,Low
SC-10325,2025-05-29,Los Angeles,Shanghai,Road,Pharmaceuticals,11199.51,289.69,2.0,5.5,Fog,0.643,12.01,1,Low
SC-10326,2025-06-27,Antwerp,Hamburg,Road,Automotive,8538.13,42.2,2.57,6.4,Clear,0.561,6.24,0,Medium
SC-10327,2024-06-10,Hamburg,Busan,Sea,Automotive,9369.95,78.11,1.97,1.7,Hurricane,0.88,113.8,1,Low
SC-10328,2024-02-28,Dubai,Marseille,Rail,Textiles,6584.2,220.34,2.82,9.8,Rain,0.798,9.27,1,Medium
SC-10329,2025-06-04,Rotterdam,Hamburg,Rail,Pharmaceuticals,4092.1,255.72,4.08,4.9,Fog,0.805,5.41,1,High
SC-10330,2024-03-23,Dubai,Shanghai,Road,Electronics,5661.6,130.14,3.55,0.6,Fog,0.609,5.28,0,Medium
SC-10331,2024-07-09,Busan,Singapore,Sea,Automotive,11488.77,158.91,3.11,9.4,Hurricane,0.826,187.31,1,Medium
SC-10332,2024-03-11,Busan,Rotterdam,Road,Pharmaceuticals,708.71,44.4,1.49,5.9,Storm,0.883,1.17,1,Low
SC-10333,2025-09-01,Busan,Rotterdam,Sea,Perishables,2183.05,152.31,3.49,7.0,Fog,0.679,6.83,1,Medium
SC-10334,2024-03-10,Dubai,Marseille,Rail,Textiles,1167.04,483.31,1.75,5.3,Fog,0.901,2.47,1,Low
SC-10335,2025-11-22,Hamburg,Rotterdam,Rail,Textiles,1090.57,472.41,3.8,8.3,Storm,0.674,2.77,1,Medium
SC-10336,2024-08-28,Busan,Antwerp,Air,Electronics,12904.18,168.1,2.03,0.3,Fog,0.879,0.98,0,Medium
SC-10337,2025-02-17,Shanghai,Busan,Rail,Pharmaceuticals,10703.04,285.86,2.58,2.7,Rain,0.517,9.89,0,Medium
SC-10338,2024-05-02,Rotterdam,Busan,Air,Pharmaceuticals,7375.52,454.89,2.36,4.7,Hurricane,0.776,3.58,1,Medium
SC-10339,2025-08-06,Shanghai,Marseille,Sea,Electronics,1918.6,4.09,4.03,0.8,Clear,0.985,3.36,0,High
SC-10340,2024-09-09,Hamburg,Shanghai,Sea,Textiles,7628.43,405.53,1.62,7.1,Rain,0.991,16.55,1,Low
SC-10341,2025-08-15,Rotterdam,Antwerp,Air,Pharmaceuticals,7365.34,474.24,3.07,3.9,Hurricane,0.641,3.91,1,Medium
SC-10342,2025-08-31,Los Angeles,Hamburg,Rail,Perishables,3011.43,46.57,1.67,2.7,Clear,0.721,2.74,0,Low
SC-10343,2024-02-10,Hamburg,Rotterdam,Sea,Electronics,6790.85,81.56,3.53,0.0,Clear,0.531,9.38,0,Medium
SC-10344,2025-09-26,Shanghai,Marseille,Sea,Electronics,6278.32,480.41,4.19,7.2,Fog,0.937,18.23,0,High
SC-10345,2024-03-24,Shanghai,Dubai,Air,Pharmaceuticals,9429.83,269.23,2.63,8.3,Storm,0.784,2.16,0,Medium
SC-10346,2025-03-05,Singapore,Rotterdam,Rail,Pharmaceuticals,9708.86,8.08,2.81,4.0,Hurricane,0.693,65.2,1,Medium
SC-10347,2025-11-04,Singapore,Rotterdam,Sea,Textiles,1156.91,129.56,4.26,5.6,Clear,0.556,1.3,0,High
SC-10348,2025-08-20,Antwerp,Marseille,Road,Textiles,5931.88,225.52,2.92,2.3,Fog,0.973,5.72,0,Medium
SC-10349,2025-08-01,Los Angeles,Dubai,Road,Pharmaceuticals,9574.97,346.76,2.81,6.2,Clear,0.765,7.44,0,Medium
SC-10350,2025-06-19,Singapore,Dubai,Rail,Perishables,7795.48,366.85,3.11,0.1,Hurricane,0.641,42.23,1,Medium
SC-10351,2024-11-19,Hamburg,Busan,Road,Electronics,12919.1,497.72,3.47,4.9,Storm,0.675,28.16,1,Medium
SC-10352,2024-09-24,Busan,Antwerp,Rail,Textiles,10051.06,144.47,1.55,6.4,Rain,0.635,10.67,1,Low
SC-10353,2024-07-28,Rotterdam,Busan,Rail,Perishables,2862.55,269.57,3.91,9.2,Rain,0.801,3.95,1,Medium
SC-10354,2025-11-16,Dubai,Antwerp,Rail,Textiles,1523.25,267.13,2.64,3.8,Rain,0.965,1.16,1,Medium
SC-10355,2024-11-17,Antwerp,Dubai,Rail,Textiles,9815.08,203.42,1.44,7.7,Clear,0.928,9.01,0,Low
SC-10356,2024-09-01,Los Angeles,Rotterdam,Sea,Pharmaceuticals,884.41,85.41,3.79,6.0,Storm,0.73,5.2,0,Medium
SC-10357,2024-09-28,Hamburg,Los Angeles,Sea,Textiles,8993.75,488.75,2.44,9.3,Storm,0.913,54.03,1,Medium
SC-10358,2025-02-09,Rotterdam,Antwerp,Road,Electronics,14133.34,426.81,1.53,4.0,Clear,0.712,9.05,0,Low
SC-10359,2024-05-14,Busan,Antwerp,Road,Automotive,8844.38,249.67,3.29,3.2,Clear,0.626,5.92,0,Medium
SC-10360,2025-11-18,Shanghai,Busan,Road,Pharmaceuticals,6128.46,302.02,4.1,8.9,Rain,0.992,5.6,0,High
SC-10361,2025-10-22,Antwerp,Busan,Sea,Perishables,9827.68,114.4,4.13,0.5,Clear,0.652,13.28,1,High
SC-10362,2024-11-03,Dubai,Los Angeles,Sea,Textiles,7144.67,272.35,4.36,1.4,Storm,0.662,32.09,0,High
SC-10363,2025-04-13,Singapore,Antwerp,Air,Perishables,8411.44,347.79,4.06,0.8,Rain,0.995,0.99,1,High
SC-10364,2024-11-19,Los Angeles,Shanghai,Road,Pharmaceuticals,14151.24,258.07,1.21,8.4,Storm,0.567,36.32,1,Low
SC-10365,2024-03-15,Rotterdam,Antwerp,Rail,Electronics,6098.49,495.15,2.45,0.1,Clear,0.88,4.81,1,Medium
SC-10366,2024-01-10,Rotterdam,Los Angeles,Road,Automotive,14437.26,306.06,3.9,8.6,Fog,0.968,19.06,1,Medium
SC-10367,2025-04-14,Busan,Shanghai,Rail,Textiles,13627.58,186.12,2.41,4.5,Hurricane,0.756,91.73,1,Medium
SC-10368,2025-09-28,Rotterdam,Los Angeles,Air,Perishables,3338.97,386.3,3.19,0.0,Fog,0.501,0.5,1,Medium
SC-10369,2025-07-30,Rotterdam,Dubai,Air,Pharmaceuticals,1505.74,86.06,3.2,4.0,Rain,0.688,0.5,0,Medium
SC-10370,2024-04-12,Rotterdam,Singapore,Air,Automotive,1961.28,192.87,2.4,1.9,Fog,0.556,0.5,1,Medium
SC-10371,2024-03-16,Busan,Los Angeles,Sea,Electronics,764.22,174.13,4.18,6.2,Clear,0.708,1.67,0,High
SC-10372,2025-07-04,Dubai,Singapore,Road,Automotive,1869.42,216.47,2.86,6.8,Fog,0.895,1.37,0,Medium
SC-10373,2024-08-06,Singapore,Dubai,Rail,Pharmaceuticals,10403.6,391.11,2.73,4.9,Hurricane,0.719,71.01,1,Medium
SC-10374,2025-06-02,Los Angeles,Busan,Road,Electronics,1532.24,242.6,4.49,0.4,Storm,0.716,3.11,0,High
SC-10375,2024-09-28,Busan,Rotterdam,Air,Perishables,5125.15,397.21,2.83,6.6,Storm,0.778,1.31,1,Medium
SC-10376,2024-05-15,Los Angeles,Shanghai,Sea,Automotive,12750.69,288.67,1.79,8.4,Storm,0.791,75.56,1,Low
SC-10377,2024-12-23,Shanghai,Singapore,Sea,Perishables,837.44,171.69,2.89,7.2,Rain,0.928,1.46,1,Medium
SC-10378,2024-03-11,Hamburg,Dubai,Rail,Automotive,12309.79,405.18,3.89,8.3,Storm,0.654,36.66,1,Medium
SC-10379,2024-09-07,Dubai,Marseille,Sea,Pharmaceuticals,4586.89,119.91,3.76,2.0,Rain,0.911,8.75,0,Medium
SC-10380,2025-01-13,Los Angeles,Rotterdam,Air,Automotive,2213.39,112.97,3.8,8.9,Fog,0.783,0.5,1,Medium
SC-10381,2024-10-18,Singapore,Hamburg,Air,Pharmaceuticals,10602.69,252.75,3.54,3.2,Storm,0.65,1.33,0,Medium
SC-10382,2024-06-10,Los Angeles,Busan,Road,Perishables,9619.67,131.16,2.04,0.1,Clear,0.648,5.55,0,Medium
SC-10383,2025-03-24,Dubai,Rotterdam,Air,Textiles,13223.34,5.53,4.04,8.4,Clear,0.681,1.4,1,High
SC-10384,2025-07-10,Antwerp,Marseille,Road,Electronics,11158.53,324.5,4.15,9.4,Rain,0.811,12.39,1,High
SC-10385,2025-12-21,Busan,Los Angeles,Air,Electronics,12150.47,256.04,1.84,6.6,Storm,0.615,2.36,1,Low
SC-10386,2024-11-05,Busan,Los Angeles,Road,Textiles,4589.5,223.31,1.63,2.3,Storm,0.96,9.02,0,Low
SC-10387,2025-09-18,Singapore,Los Angeles,Rail,Textiles,3072.87,483.52,4.42,2.5,Fog,0.787,3.52,0,High
SC-10388,2025-10-31,Singapore,Marseille,Air,Electronics,11383.91,286.03,4.07,4.7,Clear,0.96,0.87,0,High
SC-10389,2025-06-25,Dubai,Rotterdam,Sea,Automotive,12199.1,431.85,4.15,9.0,Fog,0.523,36.53,1,High
SC-10390,2024-01-09,Shanghai,Marseille,Sea,Perishables,14862.32,70.59,4.13,1.5,Hurricane,0.671,176.04,1,High
SC-10391,2025-11-14,Hamburg,Rotterdam,Air,Perishables,6482.96,285.03,2.99,8.3,Hurricane,0.511,4.41,1,Medium
SC-10392,2025-07-21,Hamburg,Antwerp,Sea,Pharmaceuticals,5894.26,434.12,3.33,2.9,Hurricane,0.636,75.93,1,Medium
SC-10393,2024-11-02,Rotterdam,Singapore,Rail,Automotive,11757.99,291.97,3.0,8.1,Hurricane,0.931,91.43,1,Medium
SC-10394,2025-11-10,Antwerp,Marseille,Road,Automotive,5441.65,359.29,1.37,9.2,Storm,0.518,13.66,1,Low
SC-10395,2024-04-16,Antwerp,Dubai,Sea,Perishables,13995.98,186.65,3.66,4.3,Hurricane,0.718,188.68,1,Medium
SC-10396,2024-05-17,Dubai,Singapore,Air,Perishables,12946.98,47.13,2.87,3.7,Hurricane,0.559,6.29,1,Medium
SC-10397,2024-09-27,Shanghai,Marseille,Road,Electronics,6720.41,229.49,3.34,8.0,Storm,0.708,17.31,1,Medium
SC-10398,2024-04-28,Hamburg,Shanghai,Air,Perishables,11387.63,197.85,2.86,5.3,Fog,0.919,1.15,0,Medium
SC-10399,2024-04-19,Antwerp,Busan,Road,Perishables,11440.87,433.66,2.82,6.8,Fog,0.812,13.31,1,Medium
SC-10400,2025-07-20,Los Angeles,Rotterdam,Sea,Perishables,1995.3,122.75,1.77,6.2,Hurricane,0.868,28.41,1,Low
SC-10401,2024-06-08,Antwerp,Singapore,Sea,Pharmaceuticals,13587.02,483.4,2.12,1.5,Storm,0.675,61.37,1,Medium
