Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred
SC-10212,2/12/2025,Busan,Hamburg,Air,Pharmaceuticals,9953.44,163.78,1.59,8.6,Rain,0.62,1.15,1
SC-10213,11/18/2025,Busan,Los Angeles,Sea,Automotive,3751.9,378.34,3.08,0.6,Rain,0.673,5.65,0
SC-10214,10/27/2025,Singapore,Busan,Air,Perishables,10826.6,197.48,4.19,5.3,Storm,0.917,1.52,1
SC-10215,1/17/2025,Hamburg,Los Angeles,Sea,Electronics,3940.11,304.5,3.79,5.4,Storm,0.683,20.97,0
SC-10216,3/24/2025,Los Angeles,Dubai,Sea,Automotive,5218.3,222.84,3.25,8.6,Rain,0.877,12.61,1
SC-10217,6/13/2025,Dubai,Hamburg,Air,Perishables,11324.13,371.44,2.24,1,Fog,0.72,0.5,0
SC-10218,4/7/2025,Shanghai,Los Angeles,Rail,Automotive,9919.68,114.94,2.99,2.4,Fog,0.892,11.29,1
SC-10219,5/3/2024,Shanghai,Antwerp,Road,Perishables,12813.74,30.17,1.5,4.1,Fog,0.988,12.85,0
SC-10220,9/10/2024,Rotterdam,Marseille,Road,Perishables,10035.39,150.66,3.44,8.7,Rain,0.62,10.96,0
SC-10221,8/18/2024,Singapore,Busan,Air,Automotive,8740.47,237.68,3.59,9.4,Storm,0.931,1.36,1
SC-10222,3/6/2024,Shanghai,Los Angeles,Air,Textiles,1858.28,84.84,4.38,9.9,Hurricane,0.811,1.43,1
SC-10223,12/12/2024,Los Angeles,Antwerp,Sea,Automotive,5831.88,178.04,2.06,9.6,Clear,0.909,11.97,0
SC-10224,1/22/2024,Los Angeles,Dubai,Air,Automotive,4345.43,200.59,1.26,0.1,Storm,0.826,1.33,0
SC-10225,8/25/2025,Antwerp,Rotterdam,Sea,Automotive,4037.85,29.64,3,0.5,Clear,0.712,5.35,0
SC-10226,7/21/2025,Shanghai,Busan,Sea,Textiles,14608.65,292.07,3.53,1.5,Hurricane,0.614,174.33,1
SC-10227,8/23/2024,Los Angeles,Shanghai,Sea,Pharmaceuticals,6199.92,442.29,3.81,3.5,Hurricane,0.535,80.05,1
SC-10228,8/25/2025,Antwerp,Busan,Rail,Textiles,13434.68,76.72,1.84,8.3,Storm,0.768,38.63,1
SC-10229,8/13/2024,Shanghai,Rotterdam,Air,Perishables,9651.51,299.31,2.06,8.9,Clear,0.995,1.03,0
SC-10230,1/8/2024,Rotterdam,Busan,Sea,Automotive,12024.76,332.7,2.89,1.9,Clear,0.869,17.37,0
SC-10231,3/13/2024,Singapore,Rotterdam,Road,Pharmaceuticals,7788.24,210.25,2.29,6.2,Clear,0.664,5.96,1
SC-10232,12/25/2025,Busan,Rotterdam,Rail,Electronics,8865.11,350.85,4.04,9.2,Fog,0.914,13.98,0
SC-10233,10/8/2025,Dubai,Los Angeles,Air,Pharmaceuticals,7641.51,205.96,2.76,4.6,Fog,0.884,1.11,0
SC-10234,3/1/2024,Singapore,Busan,Air,Textiles,3331.02,252.81,3.84,1,Hurricane,0.641,1.13,1
SC-10235,8/22/2024,Shanghai,Rotterdam,Air,Pharmaceuticals,10975.56,4.67,3.12,4.6,Rain,0.507,0.5,1
SC-10236,3/10/2024,Shanghai,Hamburg,Air,Automotive,4571.2,346.17,3.75,3.8,Clear,0.559,0.54,0
SC-10237,2/2/2024,Singapore,Marseille,Sea,Electronics,852.58,331.01,2.3,5.8,Clear,0.939,2.2,0
SC-10238,12/4/2024,Rotterdam,Hamburg,Rail,Perishables,9859.35,20.16,3.94,4.4,Storm,0.918,24.71,1
SC-10239,3/13/2024,Hamburg,Rotterdam,Air,Electronics,3068.1,184.76,2.11,0.2,Hurricane,0.648,0.89,1
SC-10240,6/10/2025,Shanghai,Rotterdam,Rail,Pharmaceuticals,14136.65,489.54,3,9.9,Clear,0.643,14.43,1
SC-10241,8/31/2024,Los Angeles,Antwerp,Sea,Automotive,14331.96,210.95,1.91,5.4,Clear,0.896,25.6,0
SC-10242,10/12/2024,Hamburg,Los Angeles,Sea,Automotive,13765.53,251.47,2.77,4.7,Fog,0.969,36.08,0
SC-10243,11/16/2025,Antwerp,Shanghai,Road,Automotive,5867.3,455.06,2.25,9.5,Clear,0.89,4.54,1
SC-10244,5/12/2025,Antwerp,Rotterdam,Air,Pharmaceuticals,724.12,358.91,2.08,1.6,Storm,0.803,0.5,1
SC-10245,8/7/2024,Busan,Shanghai,Air,Electronics,13960.62,291.45,4.39,1.9,Hurricane,0.621,7.54,1
SC-10246,7/6/2025,Antwerp,Marseille,Sea,Pharmaceuticals,6708.67,399.1,1.73,8.1,Hurricane,0.763,104.57,1
SC-10247,5/15/2024,Antwerp,Los Angeles,Road,Textiles,14516.49,432.32,3.8,2.6,Clear,0.617,9.89,0
SC-10248,8/7/2025,Dubai,Busan,Air,Electronics,14472.49,228.99,4.45,8,Clear,0.904,0.71,0
SC-10249,8/13/2025,Singapore,Antwerp,Air,Electronics,12868.64,238.08,1.27,2.7,Clear,0.693,1.01,0
SC-10250,4/29/2025,Antwerp,Shanghai,Air,Pharmaceuticals,4769.51,193.64,3.51,0.3,Storm,0.917,1.24,1
SC-10251,9/5/2024,Shanghai,Rotterdam,Rail,Perishables,6083.92,483.39,2.03,5.2,Rain,0.691,6.53,0
SC-10252,4/29/2025,Singapore,Marseille,Rail,Pharmaceuticals,12841.48,348.89,1.33,2,Clear,0.912,10.67,0
SC-10253,2/20/2025,Shanghai,Marseille,Road,Pharmaceuticals,5095.37,42.53,2.53,7.6,Rain,0.667,4.86,0
SC-10254,7/13/2024,Singapore,Antwerp,Air,Electronics,2957.64,431.62,4.29,6.4,Hurricane,0.72,1.5,1
SC-10255,4/6/2024,Shanghai,Antwerp,Road,Electronics,8573.62,240.8,1.24,9.2,Hurricane,0.808,59.8,1
SC-10256,4/9/2024,Dubai,Singapore,Air,Perishables,14074.24,35.31,3.14,7.8,Fog,0.535,1.76,1
SC-10257,11/5/2025,Shanghai,Marseille,Sea,Pharmaceuticals,10592.43,275.31,2.85,1.8,Fog,0.974,24.18,0
SC-10258,3/17/2025,Hamburg,Singapore,Air,Pharmaceuticals,8765.89,209.16,4.08,8,Clear,0.787,0.5,0
SC-10259,12/28/2024,Hamburg,Singapore,Air,Perishables,1909.06,439,1.48,6.4,Fog,0.754,0.5,0
SC-10260,3/9/2025,Shanghai,Rotterdam,Sea,Perishables,9417.6,102.79,3.45,6.7,Hurricane,0.92,139.45,1
SC-10261,2/24/2025,Hamburg,Los Angeles,Sea,Pharmaceuticals,14855.78,413.41,3.44,8.3,Clear,0.933,28.93,1
SC-10262,4/23/2025,Busan,Shanghai,Road,Perishables,2531.22,279.29,3.41,5.7,Clear,0.761,1.96,0
SC-10263,2/25/2024,Antwerp,Hamburg,Air,Automotive,8015.78,28.25,4.31,4.7,Hurricane,0.964,3.64,1
SC-10264,11/20/2025,Antwerp,Rotterdam,Sea,Textiles,13221.91,485.95,3.92,6.4,Hurricane,0.532,193.11,1
SC-10265,10/31/2025,Singapore,Marseille,Rail,Textiles,11241.14,256.8,1.34,3,Clear,0.557,7.66,0
SC-10266,10/23/2025,Busan,Singapore,Road,Pharmaceuticals,10606.73,146.15,2.75,1.8,Rain,0.798,9.14,0
SC-10267,4/10/2024,Rotterdam,Shanghai,Road,Textiles,10686.02,235.23,2.51,6.2,Storm,0.677,25.24,1
SC-10268,3/3/2024,Los Angeles,Dubai,Road,Automotive,5712.62,429.07,2.22,2.3,Rain,0.732,4.5,0
SC-10269,2/16/2025,Rotterdam,Shanghai,Road,Textiles,4757.08,153.15,2.69,0.8,Clear,0.664,2.61,0
SC-10270,12/13/2024,Antwerp,Los Angeles,Road,Automotive,12235.74,97.15,2.47,0,Rain,0.702,7.3,0
SC-10271,4/21/2024,Hamburg,Rotterdam,Rail,Automotive,12246.64,65.41,2.63,6.1,Storm,0.911,32.91,0
SC-10272,9/11/2024,Rotterdam,Busan,Road,Textiles,13072.55,149.63,4.43,3.6,Hurricane,0.797,73.88,1
SC-10273,7/15/2024,Hamburg,Busan,Rail,Automotive,13741.99,390.24,1.49,7.5,Storm,0.999,39.87,1
SC-10274,7/13/2024,Dubai,Rotterdam,Road,Pharmaceuticals,7914.46,236.34,4.24,3.8,Storm,0.893,17.11,1
SC-10275,7/3/2025,Singapore,Hamburg,Air,Pharmaceuticals,7771.99,114.51,2.78,4.9,Hurricane,0.637,4.1,1
SC-10276,4/4/2025,Rotterdam,Dubai,Road,Textiles,12075.28,83.93,3.26,4.1,Storm,0.632,26.6,1
SC-10277,5/23/2024,Shanghai,Busan,Air,Automotive,9924.48,167.03,3.94,6.5,Rain,0.668,0.66,1
SC-10278,3/8/2025,Singapore,Rotterdam,Sea,Pharmaceuticals,10678.52,470.02,2.39,3.6,Clear,0.922,18.01,1
SC-10279,7/6/2024,Singapore,Los Angeles,Air,Automotive,12038.99,172.17,2.62,9.6,Rain,0.514,0.92,0
SC-10280,10/12/2024,Antwerp,Singapore,Sea,Pharmaceuticals,13405.08,494.07,2.55,9.4,Storm,0.615,81.56,1
SC-10281,4/18/2025,Shanghai,Hamburg,Rail,Automotive,5400.93,243.13,2.44,8.5,Rain,0.952,5.91,0
SC-10282,9/12/2024,Hamburg,Shanghai,Rail,Electronics,5945.95,90.4,4.25,9.2,Clear,0.82,5.5,0
SC-10283,3/18/2024,Los Angeles,Singapore,Sea,Perishables,1862.74,445.68,3.94,4.5,Fog,0.613,5.08,1
SC-10284,3/29/2025,Dubai,Singapore,Road,Electronics,8885.06,230.72,1.56,5.4,Clear,0.61,6.34,0
SC-10285,7/17/2025,Los Angeles,Shanghai,Road,Textiles,1021.16,355.13,1.56,7.4,Fog,0.931,0.73,1
SC-10286,4/10/2024,Antwerp,Hamburg,Road,Automotive,7251.17,491.87,2.61,7,Hurricane,0.947,46.91,1
SC-10287,2/21/2024,Rotterdam,Shanghai,Rail,Perishables,8368.35,26.04,1.53,8.9,Clear,0.628,8.56,0
SC-10288,10/29/2025,Rotterdam,Antwerp,Rail,Automotive,4654.85,49.25,3.24,7.2,Fog,0.71,7.07,0
SC-10289,7/7/2025,Rotterdam,Marseille,Sea,Textiles,9067.08,360.51,1.67,10,Hurricane,0.917,151.27,1
SC-10290,1/16/2024,Los Angeles,Singapore,Rail,Electronics,942.25,141.63,2.92,3.5,Clear,0.886,0.5,0
SC-10291,4/5/2024,Hamburg,Los Angeles,Road,Perishables,1041.55,92.97,1.22,8.3,Rain,0.907,1.09,0
SC-10292,8/30/2024,Los Angeles,Singapore,Air,Electronics,12427.71,20.64,2.24,7,Hurricane,0.759,7.05,1
SC-10293,6/19/2024,Shanghai,Los Angeles,Sea,Electronics,5722.76,11.9,3.43,6.9,Fog,0.956,15.58,1
SC-10294,2/20/2025,Rotterdam,Antwerp,Air,Automotive,2342.38,387.47,2.8,3.3,Clear,0.663,0.5,1
SC-10295,5/12/2025,Singapore,Antwerp,Road,Electronics,8072.53,68.08,4.43,7.9,Clear,0.578,6.35,0
SC-10296,5/7/2025,Busan,Rotterdam,Air,Textiles,11664.91,234.39,4.08,9,Storm,0.854,3.66,1
SC-10297,8/6/2024,Shanghai,Dubai,Road,Electronics,3629.4,303.34,2.38,2.2,Fog,0.77,3.39,0
SC-10298,2/14/2025,Hamburg,Marseille,Air,Automotive,9531.91,214.75,1.35,6.3,Clear,0.927,1.27,1
SC-10299,3/1/2024,Shanghai,Los Angeles,Rail,Automotive,1737.54,14.53,3.99,3.9,Clear,0.541,1.21,0
SC-10300,6/17/2024,Hamburg,Antwerp,Road,Textiles,1249.38,391.97,4.21,9.9,Fog,0.922,2.11,1
SC-10301,1/23/2025,Shanghai,Marseille,Air,Electronics,8204.64,6.25,3.91,4.8,Clear,0.647,0.98,0
SC-10302,1/3/2024,Los Angeles,Busan,Air,Automotive,8339.21,381.18,1.62,2.3,Rain,0.827,1.06,1
SC-10303,2/3/2025,Busan,Rotterdam,Sea,Perishables,9742.73,446.76,4.49,3.8,Rain,0.52,19.53,0
SC-10304,9/28/2024,Dubai,Shanghai,Air,Perishables,11028.32,216.99,2.05,6.5,Clear,0.805,1.45,1
SC-10305,4/10/2025,Dubai,Los Angeles,Road,Automotive,14649.86,268.24,3.59,0.8,Hurricane,0.859,72.6,1
SC-10306,10/19/2024,Rotterdam,Shanghai,Rail,Automotive,7986.36,239.01,4.2,6,Storm,0.684,22.52,1
SC-10307,3/9/2025,Los Angeles,Hamburg,Road,Perishables,5182.87,195.22,1.98,9.3,Clear,0.608,3.71,1
SC-10308,12/14/2025,Shanghai,Dubai,Road,Pharmaceuticals,12030.2,443.82,4.2,8.5,Rain,0.769,12.42,1
SC-10309,7/23/2025,Hamburg,Shanghai,Road,Automotive,4427.07,447.07,2.22,0.7,Storm,0.917,8.31,1
SC-10310,11/8/2025,Shanghai,Dubai,Road,Pharmaceuticals,6865.09,168.57,4.42,9.9,Fog,0.662,8.71,1
SC-10311,5/13/2025,Los Angeles,Shanghai,Rail,Automotive,1637.62,307.92,2.13,7,Clear,0.626,1.82,1
SC-10312,6/7/2024,Dubai,Marseille,Air,Pharmaceuticals,867.59,463.53,4.35,1.6,Rain,0.639,0.5,0
SC-10313,7/13/2024,Busan,Shanghai,Road,Automotive,14458.4,481.07,1.38,0.1,Hurricane,0.975,68.95,1
SC-10314,10/30/2024,Busan,Singapore,Air,Perishables,12621.71,254.97,3.54,1.7,Hurricane,0.68,4.71,1
SC-10315,8/10/2024,Dubai,Rotterdam,Road,Textiles,10591.63,226.96,2.96,8.4,Clear,0.502,9.73,0
SC-10316,2/29/2024,Hamburg,Rotterdam,Sea,Automotive,6429.82,140.07,2.78,0.2,Storm,0.891,26.97,1
SC-10317,8/16/2025,Rotterdam,Antwerp,Air,Electronics,3012.77,479.48,1.94,2.3,Clear,0.85,1.26,1
SC-10318,7/9/2025,Dubai,Marseille,Air,Perishables,2768.34,72.26,3.53,7.6,Clear,0.564,0.6,1
SC-10319,3/3/2024,Dubai,Rotterdam,Sea,Electronics,4128.52,290.33,1.83,5.9,Rain,0.992,9.12,1
SC-10320,11/17/2024,Antwerp,Marseille,Rail,Automotive,8463.79,141.99,3.02,7.8,Hurricane,0.804,65.13,1
SC-10321,2/28/2024,Rotterdam,Marseille,Rail,Textiles,10861.64,140.23,2.04,7.5,Fog,0.75,15.01,1
SC-10322,2/21/2024,Singapore,Hamburg,Sea,Automotive,10072.86,203.08,4.35,0.5,Storm,0.691,43.29,1
SC-10323,8/21/2025,Dubai,Hamburg,Rail,Textiles,4559.04,499.4,1.29,8.9,Storm,0.949,13.7,1
SC-10324,5/3/2025,Los Angeles,Dubai,Road,Perishables,14345.55,28.43,1.86,2.3,Rain,0.622,10.74,1
SC-10325,5/29/2025,Los Angeles,Shanghai,Road,Pharmaceuticals,11199.51,289.69,2,5.5,Fog,0.643,12.01,1
SC-10326,6/27/2025,Antwerp,Hamburg,Road,Automotive,8538.13,42.2,2.57,6.4,Clear,0.561,6.24,0
SC-10327,6/10/2024,Hamburg,Busan,Sea,Automotive,9369.95,78.11,1.97,1.7,Hurricane,0.88,113.8,1
SC-10328,2/28/2024,Dubai,Marseille,Rail,Textiles,6584.2,220.34,2.82,9.8,Rain,0.798,9.27,1
SC-10329,6/4/2025,Rotterdam,Hamburg,Rail,Pharmaceuticals,4092.1,255.72,4.08,4.9,Fog,0.805,5.41,1
SC-10330,3/23/2024,Dubai,Shanghai,Road,Electronics,5661.6,130.14,3.55,0.6,Fog,0.609,5.28,0
SC-10331,7/9/2024,Busan,Singapore,Sea,Automotive,11488.77,158.91,3.11,9.4,Hurricane,0.826,187.31,1
SC-10332,3/11/2024,Busan,Rotterdam,Road,Pharmaceuticals,708.71,44.4,1.49,5.9,Storm,0.883,1.17,1
SC-10333,9/1/2025,Busan,Rotterdam,Sea,Perishables,2183.05,152.31,3.49,7,Fog,0.679,6.83,1
SC-10334,3/10/2024,Dubai,Marseille,Rail,Textiles,1167.04,483.31,1.75,5.3,Fog,0.901,2.47,1
SC-10335,11/22/2025,Hamburg,Rotterdam,Rail,Textiles,1090.57,472.41,3.8,8.3,Storm,0.674,2.77,1
SC-10336,8/28/2024,Busan,Antwerp,Air,Electronics,12904.18,168.1,2.03,0.3,Fog,0.879,0.98,0
SC-10337,2/17/2025,Shanghai,Busan,Rail,Pharmaceuticals,10703.04,285.86,2.58,2.7,Rain,0.517,9.89,0
SC-10338,5/2/2024,Rotterdam,Busan,Air,Pharmaceuticals,7375.52,454.89,2.36,4.7,Hurricane,0.776,3.58,1
SC-10339,8/6/2025,Shanghai,Marseille,Sea,Electronics,1918.6,4.09,4.03,0.8,Clear,0.985,3.36,0
SC-10340,9/9/2024,Hamburg,Shanghai,Sea,Textiles,7628.43,405.53,1.62,7.1,Rain,0.991,16.55,1
SC-10341,8/15/2025,Rotterdam,Antwerp,Air,Pharmaceuticals,7365.34,474.24,3.07,3.9,Hurricane,0.641,3.91,1
SC-10342,8/31/2025,Los Angeles,Hamburg,Rail,Perishables,3011.43,46.57,1.67,2.7,Clear,0.721,2.74,0
SC-10343,2/10/2024,Hamburg,Rotterdam,Sea,Electronics,6790.85,81.56,3.53,0,Clear,0.531,9.38,0
SC-10344,9/26/2025,Shanghai,Marseille,Sea,Electronics,6278.32,480.41,4.19,7.2,Fog,0.937,18.23,0
SC-10345,3/24/2024,Shanghai,Dubai,Air,Pharmaceuticals,9429.83,269.23,2.63,8.3,Storm,0.784,2.16,0
SC-10346,3/5/2025,Singapore,Rotterdam,Rail,Pharmaceuticals,9708.86,8.08,2.81,4,Hurricane,0.693,65.2,1
SC-10347,11/4/2025,Singapore,Rotterdam,Sea,Textiles,1156.91,129.56,4.26,5.6,Clear,0.556,1.3,0
SC-10348,8/20/2025,Antwerp,Marseille,Road,Textiles,5931.88,225.52,2.92,2.3,Fog,0.973,5.72,0
SC-10349,8/1/2025,Los Angeles,Dubai,Road,Pharmaceuticals,9574.97,346.76,2.81,6.2,Clear,0.765,7.44,0
SC-10350,6/19/2025,Singapore,Dubai,Rail,Perishables,7795.48,366.85,3.11,0.1,Hurricane,0.641,42.23,1
SC-10351,11/19/2024,Hamburg,Busan,Road,Electronics,12919.1,497.72,3.47,4.9,Storm,0.675,28.16,1
SC-10352,9/24/2024,Busan,Antwerp,Rail,Textiles,10051.06,144.47,1.55,6.4,Rain,0.635,10.67,1
SC-10353,7/28/2024,Rotterdam,Busan,Rail,Perishables,2862.55,269.57,3.91,9.2,Rain,0.801,3.95,1
SC-10354,11/16/2025,Dubai,Antwerp,Rail,Textiles,1523.25,267.13,2.64,3.8,Rain,0.965,1.16,1
SC-10355,11/17/2024,Antwerp,Dubai,Rail,Textiles,9815.08,203.42,1.44,7.7,Clear,0.928,9.01,0
SC-10356,9/1/2024,Los Angeles,Rotterdam,Sea,Pharmaceuticals,884.41,85.41,3.79,6,Storm,0.73,5.2,0
SC-10357,9/28/2024,Hamburg,Los Angeles,Sea,Textiles,8993.75,488.75,2.44,9.3,Storm,0.913,54.03,1
SC-10358,2/9/2025,Rotterdam,Antwerp,Road,Electronics,14133.34,426.81,1.53,4,Clear,0.712,9.05,0
SC-10359,5/14/2024,Busan,Antwerp,Road,Automotive,8844.38,249.67,3.29,3.2,Clear,0.626,5.92,0
SC-10360,11/18/2025,Shanghai,Busan,Road,Pharmaceuticals,6128.46,302.02,4.1,8.9,Rain,0.992,5.6,0
SC-10361,10/22/2025,Antwerp,Busan,Sea,Perishables,9827.68,114.4,4.13,0.5,Clear,0.652,13.28,1
SC-10362,11/3/2024,Dubai,Los Angeles,Sea,Textiles,7144.67,272.35,4.36,1.4,Storm,0.662,32.09,0
SC-10363,4/13/2025,Singapore,Antwerp,Air,Perishables,8411.44,347.79,4.06,0.8,Rain,0.995,0.99,1
SC-10364,11/19/2024,Los Angeles,Shanghai,Road,Pharmaceuticals,14151.24,258.07,1.21,8.4,Storm,0.567,36.32,1
SC-10365,3/15/2024,Rotterdam,Antwerp,Rail,Electronics,6098.49,495.15,2.45,0.1,Clear,0.88,4.81,1
SC-10366,1/10/2024,Rotterdam,Los Angeles,Road,Automotive,14437.26,306.06,3.9,8.6,Fog,0.968,19.06,1
SC-10367,4/14/2025,Busan,Shanghai,Rail,Textiles,13627.58,186.12,2.41,4.5,Hurricane,0.756,91.73,1
SC-10368,9/28/2025,Rotterdam,Los Angeles,Air,Perishables,3338.97,386.3,3.19,0,Fog,0.501,0.5,1
SC-10369,7/30/2025,Rotterdam,Dubai,Air,Pharmaceuticals,1505.74,86.06,3.2,4,Rain,0.688,0.5,0
SC-10370,4/12/2024,Rotterdam,Singapore,Air,Automotive,1961.28,192.87,2.4,1.9,Fog,0.556,0.5,1
SC-10371,3/16/2024,Busan,Los Angeles,Sea,Electronics,764.22,174.13,4.18,6.2,Clear,0.708,1.67,0
SC-10372,7/4/2025,Dubai,Singapore,Road,Automotive,1869.42,216.47,2.86,6.8,Fog,0.895,1.37,0
SC-10373,8/6/2024,Singapore,Dubai,Rail,Pharmaceuticals,10403.6,391.11,2.73,4.9,Hurricane,0.719,71.01,1
SC-10374,6/2/2025,Los Angeles,Busan,Road,Electronics,1532.24,242.6,4.49,0.4,Storm,0.716,3.11,0
SC-10375,9/28/2024,Busan,Rotterdam,Air,Perishables,5125.15,397.21,2.83,6.6,Storm,0.778,1.31,1
SC-10376,5/15/2024,Los Angeles,Shanghai,Sea,Automotive,12750.69,288.67,1.79,8.4,Storm,0.791,75.56,1
SC-10377,12/23/2024,Shanghai,Singapore,Sea,Perishables,837.44,171.69,2.89,7.2,Rain,0.928,1.46,1
SC-10378,3/11/2024,Hamburg,Dubai,Rail,Automotive,12309.79,405.18,3.89,8.3,Storm,0.654,36.66,1
SC-10379,9/7/2024,Dubai,Marseille,Sea,Pharmaceuticals,4586.89,119.91,3.76,2,Rain,0.911,8.75,0
SC-10380,1/13/2025,Los Angeles,Rotterdam,Air,Automotive,2213.39,112.97,3.8,8.9,Fog,0.783,0.5,1
SC-10381,10/18/2024,Singapore,Hamburg,Air,Pharmaceuticals,10602.69,252.75,3.54,3.2,Storm,0.65,1.33,0
SC-10382,6/10/2024,Los Angeles,Busan,Road,Perishables,9619.67,131.16,2.04,0.1,Clear,0.648,5.55,0
SC-10383,3/24/2025,Dubai,Rotterdam,Air,Textiles,13223.34,5.53,4.04,8.4,Clear,0.681,1.4,1
SC-10384,7/10/2025,Antwerp,Marseille,Road,Electronics,11158.53,324.5,4.15,9.4,Rain,0.811,12.39,1
SC-10385,12/21/2025,Busan,Los Angeles,Air,Electronics,12150.47,256.04,1.84,6.6,Storm,0.615,2.36,1
SC-10386,11/5/2024,Busan,Los Angeles,Road,Textiles,4589.5,223.31,1.63,2.3,Storm,0.96,9.02,0
SC-10387,9/18/2025,Singapore,Los Angeles,Rail,Textiles,3072.87,483.52,4.42,2.5,Fog,0.787,3.52,0
SC-10388,10/31/2025,Singapore,Marseille,Air,Electronics,11383.91,286.03,4.07,4.7,Clear,0.96,0.87,0
SC-10389,6/25/2025,Dubai,Rotterdam,Sea,Automotive,12199.1,431.85,4.15,9,Fog,0.523,36.53,1
SC-10390,1/9/2024,Shanghai,Marseille,Sea,Perishables,14862.32,70.59,4.13,1.5,Hurricane,0.671,176.04,1
SC-10391,11/14/2025,Hamburg,Rotterdam,Air,Perishables,6482.96,285.03,2.99,8.3,Hurricane,0.511,4.41,1
SC-10392,7/21/2025,Hamburg,Antwerp,Sea,Pharmaceuticals,5894.26,434.12,3.33,2.9,Hurricane,0.636,75.93,1
SC-10393,11/2/2024,Rotterdam,Singapore,Rail,Automotive,11757.99,291.97,3,8.1,Hurricane,0.931,91.43,1
SC-10394,11/10/2025,Antwerp,Marseille,Road,Automotive,5441.65,359.29,1.37,9.2,Storm,0.518,13.66,1
SC-10395,4/16/2024,Antwerp,Dubai,Sea,Perishables,13995.98,186.65,3.66,4.3,Hurricane,0.718,188.68,1
SC-10396,5/17/2024,Dubai,Singapore,Air,Perishables,12946.98,47.13,2.87,3.7,Hurricane,0.559,6.29,1
SC-10397,9/27/2024,Shanghai,Marseille,Road,Electronics,6720.41,229.49,3.34,8,Storm,0.708,17.31,1
SC-10398,4/28/2024,Hamburg,Shanghai,Air,Perishables,11387.63,197.85,2.86,5.3,Fog,0.919,1.15,0
SC-10399,4/19/2024,Antwerp,Busan,Road,Perishables,11440.87,433.66,2.82,6.8,Fog,0.812,13.31,1
SC-10400,7/20/2025,Los Angeles,Rotterdam,Sea,Perishables,1995.3,122.75,1.77,6.2,Hurricane,0.868,28.41,1
SC-10401,6/8/2024,Antwerp,Singapore,Sea,Pharmaceuticals,13587.02,483.4,2.12,1.5,Storm,0.675,61.37,1
SC-10402,10/5/2024,Dubai,Rotterdam,Road,Textiles,7826.16,479.11,1.72,8.4,Hurricane,0.972,53.31,1
SC-10403,10/15/2024,Dubai,Marseille,Rail,Perishables,12483.63,124.57,1.85,2,Hurricane,0.855,76.67,1
SC-10404,9/11/2025,Busan,Rotterdam,Rail,Textiles,5140.72,174.68,4.41,9.3,Hurricane,0.711,41.39,1
SC-10405,8/3/2024,Busan,Shanghai,Road,Electronics,13485.09,447.88,1.71,2.5,Rain,0.713,11.76,1
SC-10406,12/17/2024,Singapore,Los Angeles,Rail,Automotive,6143.42,483.34,2.09,7.3,Clear,0.959,4.96,0
SC-10407,7/27/2024,Rotterdam,Shanghai,Rail,Pharmaceuticals,657.15,222.28,3.15,2.8,Clear,0.788,0.88,1
SC-10408,12/4/2025,Busan,Singapore,Rail,Pharmaceuticals,13628.04,161.18,3.21,3.2,Storm,0.853,31.95,0
SC-10409,10/11/2025,Rotterdam,Antwerp,Air,Perishables,1823.66,263.52,1.71,3.1,Clear,0.709,0.5,0
SC-10410,9/27/2024,Los Angeles,Rotterdam,Rail,Pharmaceuticals,5130.05,344.2,3.82,7.5,Hurricane,0.612,39.94,1
SC-10411,6/1/2025,Shanghai,Rotterdam,Air,Textiles,14275.9,137.46,3.79,5.6,Storm,0.862,3.27,1
SC-10412,5/15/2025,Hamburg,Busan,Air,Textiles,14283.8,368.5,1.98,8.8,Fog,0.804,1.34,1
SC-10413,9/14/2024,Los Angeles,Rotterdam,Sea,Textiles,8814.85,26.78,2.15,3.1,Fog,0.751,20.93,0
SC-10414,2/22/2024,Rotterdam,Hamburg,Road,Automotive,9661.64,25.6,4.3,6.9,Storm,0.812,23.27,0
SC-10415,4/4/2024,Rotterdam,Busan,Road,Perishables,7002.46,193.76,3.92,7.5,Fog,0.604,8.86,1
SC-10416,10/11/2025,Rotterdam,Antwerp,Rail,Perishables,4751.56,177.38,3.5,1.5,Rain,0.897,4.89,0
SC-10417,3/9/2025,Dubai,Marseille,Rail,Automotive,5265.64,158.5,1.47,4,Storm,0.974,12.94,1
SC-10418,10/10/2024,Shanghai,Busan,Rail,Automotive,10251.52,246.02,2.58,4.8,Storm,0.946,25.71,0
SC-10419,2/15/2024,Los Angeles,Singapore,Road,Electronics,11409.43,161.05,3.05,3.6,Hurricane,0.661,64.07,1
SC-10420,1/4/2024,Antwerp,Hamburg,Road,Textiles,11977.9,96.94,1.82,3.2,Storm,0.703,24.61,0
SC-10421,12/7/2024,Dubai,Shanghai,Sea,Textiles,11949.46,155.43,2.68,6.9,Rain,0.904,26.1,0
SC-10422,5/13/2024,Shanghai,Rotterdam,Rail,Textiles,1822.49,487.48,3.18,2.2,Rain,0.798,1.83,0
SC-10423,10/14/2025,Busan,Singapore,Rail,Textiles,7669.09,206.15,2.28,7.1,Fog,0.774,10.72,1
SC-10424,9/25/2024,Busan,Singapore,Sea,Electronics,1334.6,222.91,3.78,9.4,Clear,0.963,2.87,0
